tables,as,as_label,Pull Request/Issue,parents_as,parents_as_label,references
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-third-cervical-vertebra,vertebral arch of third cervical vertebra,,UBERON:0004612,mammalian cervical vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-third-lumbar-vertebra,vertebral arch of third lumbar vertebra,,UBERON:0004619,lumbar vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-third-thoracic-vertebra,vertebral arch of third thoracic vertebra,,UBERON:0004628,thoracic vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-arch-of-twelfth-thoracic-vertebra,vertebral arch of twelfth thoracic vertebra,,UBERON:0004636,thoracic vertebra 12,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-eighth-thoracic-vertebra,vertebral body of eighth thoracic vertebra,,UBERON:0011050,thoracic vertebra 8,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-eleventh-thoracic-vertebra,vertebral body of eleventh thoracic vertebra,,UBERON:0004635,thoracic vertebra 11,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-fifth-cervical-vertebra,vertebral body of fifth cervical vertebra,,UBERON:0004614,mammalian cervical vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-fifth-lumbar-vertebra,vertebral body of fifth lumbar vertebra,,UBERON:0004621,lumbar vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-fifth-thoracic-vertebra,vertebral body of fifth thoracic vertebra,,UBERON:0004630,thoracic vertebra 5,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-first-cervical-vertebra,vertebral body of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-first-lumbar-vertebra,vertebral body of first lumbar vertebra,,UBERON:0004617,lumbar vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-first-thoracic-vertebra,vertebral body of first thoracic vertebra,,UBERON:0004626,thoracic vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-fourth-cervical-vertebra,vertebral body of fourth cervical vertebra,,UBERON:0004613,mammalian cervical vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-fourth-lumbar-vertebra,vertebral body of fourth lumbar vertebra,,UBERON:0004620,lumbar vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-fourth-thoracic-vertebra,vertebral body of fourth thoracic vertebra,,UBERON:0004629,thoracic vertebra 4,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-ninth-thoracic-vertebra,vertebral body of ninth thoracic vertebra,,UBERON:0004633,thoracic vertebra 9,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-second-cervical-vertebra,vertebral body of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-second-lumbar-vertebra,vertebral body of second lumbar vertebra,,UBERON:0004618,lumbar vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-second-thoracic-vertebra,vertebral body of second thoracic vertebra,,UBERON:0004627,thoracic vertebra 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-seventh-cervical-vertebra,vertebral body of seventh cervical vertebra,,UBERON:0004616,mammalian cervical vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-seventh-thoracic-vertebra,vertebral body of seventh thoracic vertebra,,UBERON:0004632,thoracic vertebra 7,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-sixth-cervical-vertebra,vertebral body of sixth cervical vertebra,,UBERON:0004615,mammalian cervical vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-sixth-thoracic-vertebra,vertebral body of sixth thoracic vertebra,,UBERON:0004631,thoracic vertebra 6,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-tenth-thoracic-vertebra,vertebral body of tenth thoracic vertebra,,UBERON:0004634,thoracic vertebra 10,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-third-cervical-vertebra,vertebral body of third cervical vertebra,,UBERON:0004612,mammalian cervical vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-third-lumbar-vertebra,vertebral body of third lumbar vertebra,,UBERON:0004619,lumbar vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-third-thoracic-vertebra,vertebral body of third thoracic vertebra,,UBERON:0004628,thoracic vertebra 3,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-body-of-twelfth-thoracic-vertebra,vertebral body of twelfth thoracic vertebra,,UBERON:0004636,thoracic vertebra 12,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-foramen-of-first-cervical-vertebra,vertebral foramen of first cervical vertebra,,UBERON:0001092,vertebral bone 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-foramen-of-first-thoracic-vertebra,vertebral foramen of first thoracic vertebra,,UBERON:0004626,thoracic vertebra 1,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_vertebral-foramen-of-second-cervical-vertebra,vertebral foramen of second cervical vertebra,,UBERON:0001093,vertebral bone 2,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_zygomatic-process-of-squamous-part-of-temporal-bone,zygomatic process of squamous part of temporal bone,,UBERON:0001678,temporal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
skeleton,https://purl.org/ccf/ASCTB-TEMP_zygomaticofacial-foramen-of-zygomatic-bone,zygomaticofacial foramen of zygomatic bone,,UBERON:0001683,jugal bone,"https://fipat.library.dal.ca/ta2/, ISBN:9780323393225"
